block,timestamp,trade_size_usdc,uniswap_price,sushiswap_price,signed_spread,absolute_spread,relative_spread_pct,spot_buy_dex,spot_sell_dex,route_a_pnl,route_a_return_pct,route_b_pnl,route_b_return_pct,best_route,best_final_usdc,best_pnl_before_gas,best_return_before_gas_pct,profitable_before_gas
26011779,2026-09-19 13:12:11+00:00,500.0,2635.1963237045757,2641.417072362232,6.220748657656529,6.220748657656529,0.23606395476870434,Uniswap V3,SushiSwap V2,-4.653878,-0.9307756,-2.315677,-0.4631354,Uniswap V3 -> SushiSwap V2,497.684323,-2.315677,-0.4631354,False
26011779,2026-09-19 13:12:11+00:00,1000.0,2635.1963237045757,2641.417072362232,6.220748657656529,6.220748657656529,0.23606395476870434,Uniswap V3,SushiSwap V2,-12.746136,-1.2746136,-8.092352,-0.8092352,Uniswap V3 -> SushiSwap V2,991.907648,-8.092352,-0.8092352,False
26011779,2026-09-19 13:12:11+00:00,5000.0,2635.1963237045757,2641.417072362232,6.220748657656529,6.220748657656529,0.23606395476870434,Uniswap V3,SushiSwap V2,-197.085886,-3.94171772,-174.686577,-3.49373154,Uniswap V3 -> SushiSwap V2,4825.313423,-174.686577,-3.49373154,False
26011779,2026-09-19 13:12:11+00:00,10000.0,2635.1963237045757,2641.417072362232,6.220748657656529,6.220748657656529,0.23606395476870434,Uniswap V3,SushiSwap V2,-707.956904,-7.07956904,-665.170161,-6.65170161,Uniswap V3 -> SushiSwap V2,9334.829839,-665.170161,-6.65170161,False
26011780,2026-09-19 13:12:23+00:00,100.0,2635.178607992948,2641.417072362232,6.2384643692841895,6.2384643692841895,0.236737819226441,Uniswap V3,SushiSwap V2,-0.654644,-0.654644,-0.183842,-0.183842,Uniswap V3 -> SushiSwap V2,99.816158,-0.183842,-0.183842,False
26011780,2026-09-19 13:12:23+00:00,500.0,2635.178607992948,2641.417072362232,6.2384643692841895,6.2384643692841895,0.236737819226441,Uniswap V3,SushiSwap V2,-4.657208,-0.9314416,-2.312343,-0.4624686,Uniswap V3 -> SushiSwap V2,497.687657,-2.312343,-0.4624686,False
26011780,2026-09-19 13:12:23+00:00,1000.0,2635.178607992948,2641.417072362232,6.2384643692841895,6.2384643692841895,0.236737819226441,Uniswap V3,SushiSwap V2,-12.752773,-1.2752773,-8.08573,-0.808573,Uniswap V3 -> SushiSwap V2,991.91427,-8.08573,-0.808573,False
26011780,2026-09-19 13:12:23+00:00,5000.0,2635.178607992948,2641.417072362232,6.2384643692841895,6.2384643692841895,0.236737819226441,Uniswap V3,SushiSwap V2,-197.118175,-3.9423635,-174.655235,-3.4931047,Uniswap V3 -> SushiSwap V2,4825.344765,-174.655235,-3.4931047,False
26011780,2026-09-19 13:12:23+00:00,10000.0,2635.178607992948,2641.417072362232,6.2384643692841895,6.2384643692841895,0.236737819226441,Uniswap V3,SushiSwap V2,-708.01937,-7.0801937,-665.111511,-6.65111511,Uniswap V3 -> SushiSwap V2,9334.888489,-665.111511,-6.65111511,False
26011781,2026-09-19 13:12:35+00:00,100.0,2635.178607992948,2641.417072362232,6.2384643692841895,6.2384643692841895,0.236737819226441,Uniswap V3,SushiSwap V2,-0.654644,-0.654644,-0.183842,-0.183842,Uniswap V3 -> SushiSwap V2,99.816158,-0.183842,-0.183842,False
26011781,2026-09-19 13:12:35+00:00,500.0,2635.178607992948,2641.417072362232,6.2384643692841895,6.2384643692841895,0.236737819226441,Uniswap V3,SushiSwap V2,-4.657208,-0.9314416,-2.312343,-0.4624686,Uniswap V3 -> SushiSwap V2,497.687657,-2.312343,-0.4624686,False
26011781,2026-09-19 13:12:35+00:00,1000.0,2635.178607992948,2641.417072362232,6.2384643692841895,6.2384643692841895,0.236737819226441,Uniswap V3,SushiSwap V2,-12.752773,-1.2752773,-8.08573,-0.808573,Uniswap V3 -> SushiSwap V2,991.91427,-8.08573,-0.808573,False
26011781,2026-09-19 13:12:35+00:00,5000.0,2635.178607992948,2641.417072362232,6.2384643692841895,6.2384643692841895,0.236737819226441,Uniswap V3,SushiSwap V2,-197.118175,-3.9423635,-174.655235,-3.4931047,Uniswap V3 -> SushiSwap V2,4825.344765,-174.655235,-3.4931047,False
26011781,2026-09-19 13:12:35+00:00,10000.0,2635.178607992948,2641.417072362232,6.2384643692841895,6.2384643692841895,0.236737819226441,Uniswap V3,SushiSwap V2,-708.01937,-7.0801937,-665.111511,-6.65111511,Uniswap V3 -> SushiSwap V2,9334.888489,-665.111511,-6.65111511,False
26011782,2026-09-19 13:12:47+00:00,100.0,2634.7799200892473,2641.417072362232,6.637152272984684,6.637152272984684,0.25190537632303894,Uniswap V3,SushiSwap V2,-0.669675,-0.669675,-0.168748,-0.168748,Uniswap V3 -> SushiSwap V2,99.831252,-0.168748,-0.168748,False
26011782,2026-09-19 13:12:47+00:00,500.0,2634.7799200892473,2641.417072362232,6.637152272984684,6.637152272984684,0.25190537632303894,Uniswap V3,SushiSwap V2,-4.732151,-0.9464302,-2.237297,-0.4474594,Uniswap V3 -> SushiSwap V2,497.762703,-2.237297,-0.4474594,False
26011782,2026-09-19 13:12:47+00:00,1000.0,2634.7799200892473,2641.417072362232,6.637152272984684,6.637152272984684,0.25190537632303894,Uniswap V3,SushiSwap V2,-12.902138,-1.2902138,-7.936679,-0.7936679,Uniswap V3 -> SushiSwap V2,992.063321,-7.936679,-0.7936679,False
26011782,2026-09-19 13:12:47+00:00,5000.0,2634.7799200892473,2641.417072362232,6.637152272984684,6.637152272984684,0.25190537632303894,Uniswap V3,SushiSwap V2,-197.844816,-3.95689632,-173.949774,-3.47899548,Uniswap V3 -> SushiSwap V2,4826.050226,-173.949774,-3.47899548,False
26011782,2026-09-19 13:12:47+00:00,10000.0,2634.7799200892473,2641.417072362232,6.637152272984684,6.637152272984684,0.25190537632303894,Uniswap V3,SushiSwap V2,-709.425167,-7.09425167,-663.791409,-6.63791409,Uniswap V3 -> SushiSwap V2,9336.208591,-663.791409,-6.63791409,False
26011783,2026-09-19 13:12:59+00:00,100.0,2634.7799200892473,2641.417072362232,6.637152272984684,6.637152272984684,0.25190537632303894,Uniswap V3,SushiSwap V2,-0.669675,-0.669675,-0.168748,-0.168748,Uniswap V3 -> SushiSwap V2,99.831252,-0.168748,-0.168748,False
26011783,2026-09-19 13:12:59+00:00,500.0,2634.7799200892473,2641.417072362232,6.637152272984684,6.637152272984684,0.25190537632303894,Uniswap V3,SushiSwap V2,-4.732151,-0.9464302,-2.237297,-0.4474594,Uniswap V3 -> SushiSwap V2,497.762703,-2.237297,-0.4474594,False
26011783,2026-09-19 13:12:59+00:00,1000.0,2634.7799200892473,2641.417072362232,6.637152272984684,6.637152272984684,0.25190537632303894,Uniswap V3,SushiSwap V2,-12.902138,-1.2902138,-7.936679,-0.7936679,Uniswap V3 -> SushiSwap V2,992.063321,-7.936679,-0.7936679,False
26011783,2026-09-19 13:12:59+00:00,5000.0,2634.7799200892473,2641.417072362232,6.637152272984684,6.637152272984684,0.25190537632303894,Uniswap V3,SushiSwap V2,-197.844816,-3.95689632,-173.949774,-3.47899548,Uniswap V3 -> SushiSwap V2,4826.050226,-173.949774,-3.47899548,False
26011783,2026-09-19 13:12:59+00:00,10000.0,2634.7799200892473,2641.417072362232,6.637152272984684,6.637152272984684,0.25190537632303894,Uniswap V3,SushiSwap V2,-709.425167,-7.09425167,-663.791409,-6.63791409,Uniswap V3 -> SushiSwap V2,9336.208591,-663.791409,-6.63791409,False
